hour,minute,operation_id,train_type,destination,platform,departure_dt,time_iso,stop_stations
12,40,80020020,特急,京王八王子,３,12:40,2025-09-06T12:40:00+09:00,"[{""station"": ""新宿"", ""time"": ""2025-09-06T12:40:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-06T13:20:00+09:00""}, {""station"": ""京王八王子"", ""time"": ""2025-09-06T13:23:00+09:00""}]"
13,0,80020021,特急,京王八王子,３,13:00,2025-09-06T13:00:00+09:00,"[{""station"": ""新宿"", ""time"": ""2025-09-06T13:00:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-06T13:39:00+09:00""}, {""station"": ""京王八王子"", ""time"": ""2025-09-06T13:42:00+09:00""}]"
13,20,80020022,特急,京王八王子,３,13:20,2025-09-06T13:20:00+09:00,"[{""station"": ""新宿"", ""time"": ""2025-09-06T13:20:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-06T14:00:00+09:00""}, {""station"": ""京王八王子"", ""time"": ""2025-09-06T14:03:00+09:00""}]"
13,40,80020023,特急,京王八王子,３,13:40,2025-09-06T13:40:00+09:00,"[{""station"": ""新宿"", ""time"": ""2025-09-06T13:40:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-06T14:20:00+09:00""}, {""station"": ""京王八王子"", ""time"": ""2025-09-06T14:23:00+09:00""}]"
14,0,80020024,特急,京王八王子,３,14:00,2025-09-06T14:00:00+09:00,"[{""station"": ""新宿"", ""time"": ""2025-09-06T14:00:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-06T14:41:00+09:00""}, {""station"": ""京王八王子"", ""time"": ""2025-09-06T14:44:00+09:00""}]"
14,20,80020025,特急,京王八王子,３,14:20,2025-09-06T14:20:00+09:00,"[{""station"": ""新宿"", ""time"": ""2025-09-06T14:20:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-06T15:00:00+09:00""}, {""station"": ""京王八王子"", ""time"": ""2025-09-06T15:03:00+09:00""}]"
14,38,80020026,特急,京王八王子,３,14:38,2025-09-06T14:38:00+09:00,"[{""station"": ""新宿"", ""time"": ""2025-09-06T14:38:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-06T15:20:00+09:00""}, {""station"": ""京王八王子"", ""time"": ""2025-09-06T15:23:00+09:00""}]"
14,55,80020027,特急,京王八王子,３,14:55,2025-09-06T14:55:00+09:00,"[{""station"": ""新宿"", ""time"": ""2025-09-06T14:55:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-06T15:39:00+09:00""}, {""station"": ""京王八王子"", ""time"": ""2025-09-06T15:41:00+09:00""}]"
15,16,80020028,特急,京王八王子,３,15:16,2025-09-06T15:16:00+09:00,"[{""station"": ""新宿"", ""time"": ""2025-09-06T15:16:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-06T15:58:00+09:00""}, {""station"": ""京王八王子"", ""time"": ""2025-09-06T16:01:00+09:00""}]"
15,29,80020029,特急,京王八王子,３,15:29,2025-09-06T15:29:00+09:00,"[{""station"": ""新宿"", ""time"": ""2025-09-06T15:29:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-06T16:10:00+09:00""}, {""station"": ""京王八王子"", ""time"": ""2025-09-06T16:12:00+09:00""}]"
15,38,8002002a,特急,京王八王子,３,15:38,2025-09-06T15:38:00+09:00,"[{""station"": ""新宿"", ""time"": ""2025-09-06T15:38:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-06T16:20:00+09:00""}, {""station"": ""京王八王子"", ""time"": ""2025-09-06T16:23:00+09:00""}]"
15,48,8002002b,特急,京王八王子,３,15:48,2025-09-06T15:48:00+09:00,"[{""station"": ""新宿"", ""time"": ""2025-09-06T15:48:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-06T16:31:00+09:00""}, {""station"": ""京王八王子"", ""time"": ""2025-09-06T16:34:00+09:00""}]"
15,55,8002002c,特急,京王八王子,３,15:55,2025-09-06T15:55:00+09:00,"[{""station"": ""新宿"", ""time"": ""2025-09-06T15:55:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-06T16:39:00+09:00""}, {""station"": ""京王八王子"", ""time"": ""2025-09-06T16:41:00+09:00""}]"
16,16,8002002d,特急,京王八王子,３,16:16,2025-09-06T16:16:00+09:00,"[{""station"": ""新宿"", ""time"": ""2025-09-06T16:16:00+09:00""}, {""station"": ""北野"", ""time"": ""2025-09-06T17:01:00+09:00""}, {""station"": ""京王八王子"", ""time"": ""2025-09-06T17:03:00+09:00""}]"
